"OBJECT_ID","F_INFO_WINDCODE","ANN_DATE","PRICE_DATE","F_NAV_UNIT","F_NAV_ACCUMULATED","F_NAV_DIVACCUMULATED","F_NAV_ADJFACTOR","CRNCY_CODE","F_PRT_NETASSET","F_ASSET_MERGEDSHARESORNOT","NETASSET_TOTAL","F_NAV_ADJUSTED","IS_EXDIVIDENDDATE","F_NAV_DISTRIBUTION","OPDATE","OPMODE"
"{C1FD4E9F-DC19-4E6C-B734-B2C66998BAAF}","110011.OF","20080719","20080718",".9961",".9961","","1.000000","CNY","1221916063.6200","0","1221916063.6200",".9961","0",".0000","2017/8/25 09:48:43.000","0"
"{806B0D06-02A9-46EC-A5A0-30A98DFDFC69}","110011.OF","20080722","20080721",".9961",".9961","","1.000000","CNY","","0","",".9961","0",".0000","2017/8/25 09:48:44.00022:4","0"
"{00967726-7BAF-4E1F-8F9C-A762C59E4AFB}","110011.OF","20080723","20080722",".9961",".9961","","1.000000","CNY","","0","",".9961","0",".0000","2017/8/25 09:48:44.000","0"
"{251764CA-17CE-4E98-A958-9652343DEF62}","110011.OF","20080724","20080723",".9961",".9961","","1.000000","CNY","","0","",".9961","0",".0000","2017/8/25 09:48:45.00022:4","0"
"{21298503-5CC1-4F42-B107-0121168A56D2}","110011.OF","20080725","20080724",".9961",".9961","","1.000000","CNY","","0","",".9961","0",".0000","2017/8/25 09:48:45.000","0"
"{29DDE230-8316-4D2F-9C6E-3CACE0B92EAB}","110011.OF","20080726","20080725","1.0054","1.0054","","1.000000","CNY","1233320028.8500","0","1233320028.8500","1.0054","0",".0000","2017/8/25 09:48:45.00022:4","0"
"{F9857048-CD58-4E6E-AE76-B7E0C75E296A}","110011.OF","20080729","20080728","1.0054","1.0054","","1.000000","CNY","","0","","1.0054","0",".0000","2017/8/25 09:48:44.000","0"
"{4CD0BC28-79B9-4E65-9040-CB865A4B6939}","110011.OF","20080730","20080729","1.0054","1.0054","","1.000000","CNY","","0","","1.0054","0",".0000","2017/8/25 09:48:43.00022:4","0"
"{18A0B0F7-8B0B-430A-8F35-AC8A5BD687CD}","110011.OF","20080731","20080730","1.0054","1.0054","","1.000000","CNY","","0","","1.0054","0",".0000","2017/8/25 09:48:44.000","0"
"{E016794C-1A43-4F37-BE2B-8FB0CA51D97F}","110011.OF","20080801","20080731","1.0054","1.0054","","1.000000","CNY","","0","","1.0054","0",".0000","2017/8/25 09:48:43.00022:4","0"
"{33BCAA3E-1A4A-49FC-B17A-4517FF6334E8}","110011.OF","20080802","20080801",".9945",".9945","","1.000000","CNY","1219915935.3500","0","1219915935.3500",".9945","0",".0000","2017/8/25 09:48:44.000","0"
"{2727AF81-0377-4FD1-8C02-8A8471A244B9}","110011.OF","20080805","20080804",".9945",".9945","","1.000000","CNY","","0","",".9945","0",".0000","2017/8/25 09:48:30.00022:4","0"
"{D5EDFAC9-9C23-4F76-A0F1-738197FC8DE9}","110011.OF","20080806","20080805",".9945",".9945","","1.000000","CNY","","0","",".9945","0",".0000","2017/8/25 09:48:31.000","0"
"{290DCC51-6195-4DD2-9A46-FB24B7FE9357}","110011.OF","20080807","20080806",".9945",".9945","","1.000000","CNY","","0","",".9945","0",".0000","2017/8/25 09:48:30.00022:4","0"
"{48712860-0F89-4F8F-BFF2-B373F8CC125B}","110011.OF","20080808","20080807",".9945",".9945","","1.000000","CNY","","0","",".9945","0",".0000","2017/8/25 09:48:44.000","0"
"{1B4F4CF8-28D0-4952-A474-FB34B906D845}","110011.OF","20080809","20080808",".9739",".9739","","1.000000","CNY","1194696029.2200","0","1194696029.2200",".9739","0",".0000","2017/8/25 09:48:29.00022:4","0"
"{85F92876-1276-48B9-8DD9-15AFD0E951B4}","110011.OF","20080812","20080811",".9739",".9739","","1.000000","CNY","","0","",".9739","0",".0000","2017/8/25 09:48:29.000","0"
"{C0C7493D-8EF0-4D21-BD56-123E74238525}","110011.OF","20080813","20080812",".9739",".9739","","1.000000","CNY","","0","",".9739","0",".0000","2017/8/25 09:48:29.00022:4","0"
"{20333F94-07AC-4095-9650-D518BC450B77}","110011.OF","20080814","20080813",".9739",".9739","","1.000000","CNY","","0","",".9739","0",".0000","2017/8/25 09:48:44.000","0"
"{780AB236-A4DB-4E04-95D9-7A2D7C04833C}","110011.OF","20080815","20080814",".9739",".9739","","1.000000","CNY","","0","",".9739","0",".0000","2017/8/25 09:48:44.00022:4","0"
"{2127A32C-ABD7-4606-BA03-F2C237046123}","110011.OF","20080816","20080815",".9658",".9658","","1.000000","CNY","1184735317.5000","0","1184735317.5000",".9658","0",".0000","2017/8/25 09:48:29.000","0"
"{4C0625CC-DC39-410E-8CC2-8995E55A5D6F}","110011.OF","20080819","20080818",".9658",".9658","","1.000000","CNY","","0","",".9658","0",".0000","2017/8/25 09:48:30.00022:4","0"
"{5A7407DF-6E8C-4D31-91F6-E7B9D801932E}","110011.OF","20080820","20080819",".9658",".9658","","1.000000","CNY","","0","",".9658","0",".0000","2017/8/25 09:48:29.000","0"
"{9A47777D-6984-4DCB-947E-CDC34A186383}","110011.OF","20080821","20080820",".9658",".9658","","1.000000","CNY","","0","",".9658","0",".0000","2017/8/25 09:48:30.00022:4","0"
"{D04FBE8D-0D97-4ECD-AB85-5DA453C9CE6A}","110011.OF","20080822","20080821",".9658",".9658","","1.000000","CNY","","0","",".9658","0",".0000","2017/8/25 09:48:30.000","0"
"{EFBF1646-AC65-4C7A-BC53-12D68712DC36}","110011.OF","20080823","20080822",".9599",".9599","","1.000000","CNY","1177499600.6700","0","1177499600.6700",".9599","0",".0000","2017/8/25 09:48:30.00022:4","0"
"{EFEB9DC7-4F3A-4878-8E90-D912D4CC68F3}","110011.OF","20080826","20080825",".9599",".9599","","1.000000","CNY","","0","",".9599","0",".0000","2017/8/25 09:48:29.000","0"
"{F78F0120-4E37-4153-B353-3C07C720E75D}","110011.OF","20080827","20080826",".9599",".9599","","1.000000","CNY","","0","",".9599","0",".0000","2017/8/25 09:48:30.00022:4","0"
"{DC1751B8-7C20-4390-8E1E-D0CB7D15ABBB}","110011.OF","20080828","20080827",".9599",".9599","","1.000000","CNY","","0","",".9599","0",".0000","2017/8/25 09:48:30.000","0"
"{75CDA6C1-7F14-411C-9B01-4247BF595233}","110011.OF","20080829","20080828",".9599",".9599","","1.000000","CNY","","0","",".9599","0",".0000","2017/8/25 09:48:30.00022:4","0"
"{FC57DBC0-ABA8-4E33-9286-D3E83124C94B}","110011.OF","20080830","20080829",".9523",".9523","","1.000000","CNY","1168162088.9400","0","1168162088.9400",".9523","0",".0000","2017/8/25 09:48:30.000","0"
"{5B70D4B6-E78A-4343-BEAF-8DE59720585E}","110011.OF","20080902","20080901",".9523",".9523","","1.000000","CNY","","0","",".9523","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{3A07FE40-D542-4C9F-A02F-4B447C36A1C2}","110011.OF","20080903","20080902",".9523",".9523","","1.000000","CNY","","0","",".9523","0",".0000","2017/8/25 09:48:35.000","0"
"{C61B91EC-8523-4E2E-953D-BB71D5BA3D4B}","110011.OF","20080904","20080903",".9523",".9523","","1.000000","CNY","","0","",".9523","0",".0000","2017/8/25 09:48:31.00022:4","0"
"{B4561E48-785C-4C5D-AFDF-12641240138C}","110011.OF","20080905","20080904",".9523",".9523","","1.000000","CNY","","0","",".9523","0",".0000","2017/8/25 09:48:35.000","0"
"{49BE92A7-6BB7-4AE8-B8FC-C5F901AA1D93}","110011.OF","20080906","20080905",".9336",".9336","","1.000000","CNY","1145305365.6200","0","1145305365.6200",".9336","0",".0000","2017/8/25 09:48:31.00022:4","0"
"{C89E72AA-1452-453B-B073-03CB64340D79}","110011.OF","20080909","20080908",".9336",".9336","","1.000000","CNY","","0","",".9336","0",".0000","2017/8/25 09:48:35.000","0"
"{2173D340-8349-4DC1-8FB8-CC1A118EB5FC}","110011.OF","20080910","20080909",".9336",".9336","","1.000000","CNY","","0","",".9336","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{EA0433F0-9907-4F61-BC39-8CEC682070C8}","110011.OF","20080911","20080910",".9336",".9336","","1.000000","CNY","","0","",".9336","0",".0000","2017/8/25 09:48:30.000","0"
"{4E04856F-FFD5-49D3-88F1-2843D58DDE83}","110011.OF","20080912","20080911",".9336",".9336","","1.000000","CNY","","0","",".9336","0",".0000","2017/8/25 09:48:29.00022:4","0"
"{D8386AD1-A055-457D-971B-54E9DFB3E40B}","110011.OF","20080913","20080912",".9299",".9299","","1.000000","CNY","1140745379.9300","0","1140745379.9300",".9299","0",".0000","2017/8/25 09:48:35.000","0"
"{968FC703-EDFB-4625-BE38-0977CA448623}","110011.OF","20080917","20080916",".9299",".9299","","1.000000","CNY","","0","",".9299","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{82258E0D-A475-447E-ADE5-7D87F1BC65C9}","110011.OF","20080918","20080917",".9299",".9299","","1.000000","CNY","","0","",".9299","0",".0000","2017/8/25 09:48:30.000","0"
"{EFBB98E5-4F19-4471-B01C-5A39DD3DF05B}","110011.OF","20080919","20080918",".9261",".9261","","1.000000","CNY","","0","",".9261","0",".0000","2017/8/25 09:48:33.00022:4","0"
"{ED8BD95A-4316-41F1-A1C9-C4985CBBB799}","110011.OF","20080920","20080919",".9378",".9378","","1.000000","CNY","","0","",".9378","0",".0000","2017/8/25 09:48:30.000","0"
"{D9B8D0E6-50C7-4EBA-9E76-69DBC25DEA69}","110011.OF","20080923","20080922",".9425",".9425","","1.000000","CNY","","0","",".9425","0",".0000","2017/8/25 09:48:32.00022:4","0"
"{22307187-4F9C-4CBE-BEC8-A4CEF72A7376}","110011.OF","20080924","20080923",".9284",".9284","","1.000000","CNY","","0","",".9284","0",".0000","2017/8/25 09:48:34.000","0"
"{C747152A-23F5-44F3-A310-7AE2B02880E4}","110011.OF","20080925","20080924",".9294",".9294","","1.000000","CNY","","0","",".9294","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{5B214A24-C1D0-4EA1-BBB3-769C8791299B}","110011.OF","20080926","20080925",".9402",".9402","","1.000000","CNY","","0","",".9402","0",".0000","2017/8/25 09:48:36.000","0"
"{D992410A-B9BD-4D98-90E5-0D12EF25DAC8}","110011.OF","20080927","20080926",".9451",".9451","","1.000000","CNY","","0","",".9451","0",".0000","2017/8/25 09:48:34.00022:4","0"
"{59E2CC7E-DD7C-E5EB-E040-007F01001CB4}","110011.OF","20081023","20080930",".9451",".9451","","1.000000","CNY","1020018646.8900","0","1020018646.8900",".9451","0",".0000","2019/9/27 18:36:39.000","1"
"{1FE7F9F2-8DA7-48D0-9226-297CDCA9C9D8}","110011.OF","20081007","20081006",".9305",".9305","","1.000000","CNY","","0","",".9305","0",".0000","2017/8/25 09:48:33.00022:4","0"
"{6D67664A-D24F-4247-A381-515B450827B1}","110011.OF","20081008","20081007",".9354",".9354","","1.000000","CNY","","0","",".9354","0",".0000","2017/8/25 09:48:33.000","0"
"{5E80E092-7654-4100-A538-184D7A1894B7}","110011.OF","20081009","20081008",".9271",".9271","","1.000000","CNY","","0","",".9271","0",".0000","2017/8/25 09:48:34.00022:4","0"
"{156BD984-E504-4C5D-B9D8-E5A561BF2A0B}","110011.OF","20081010","20081009",".9258",".9258","","1.000000","CNY","","0","",".9258","0",".0000","2017/8/25 09:48:34.000","0"
"{009F6ABD-9AF4-4EE2-B085-24C9B9E721ED}","110011.OF","20081011","20081010",".9160",".9160","","1.000000","CNY","","0","",".9160","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{4D209496-B809-4D9C-AB92-3D9BBA4E980E}","110011.OF","20081014","20081013",".9266",".9266","","1.000000","CNY","","0","",".9266","0",".0000","2017/8/25 09:48:34.000","0"
"{F8A07C1A-A4BD-4715-8277-4DB9CBB4057E}","110011.OF","20081015","20081014",".9235",".9235","","1.000000","CNY","","0","",".9235","0",".0000","2017/8/25 09:48:36.00022:4","0"
"{D3DAEEE8-B1B2-4695-A09F-42D6AFB90FC7}","110011.OF","20081016","20081015",".9227",".9227","","1.000000","CNY","","0","",".9227","0",".0000","2017/8/25 09:48:34.000","0"
"{5A2D536A-F254-4D09-8144-09866E166933}","110011.OF","20081017","20081016",".9077",".9077","","1.000000","CNY","","0","",".9077","0",".0000","2017/8/25 09:48:34.00022:4","0"
"{C0B6F8B2-443D-4A9C-8865-22E6F397C8ED}","110011.OF","20081018","20081017",".9086",".9086","","1.000000","CNY","","0","",".9086","0",".0000","2017/8/25 09:48:33.000","0"
"{16C60FB1-F99A-4FC6-813B-12B35AC45A2A}","110011.OF","20081021","20081020",".9159",".9159","","1.000000","CNY","","0","",".9159","0",".0000","2017/8/25 09:48:40.00022:4","0"
"{5AA11768-1754-4168-861C-EEBE882BB2D8}","110011.OF","20081022","20081021",".9160",".9160","","1.000000","CNY","","0","",".9160","0",".0000","2017/8/25 09:48:40.000","0"
"{F26B320F-584F-48AE-81BB-13A009EA5FAD}","110011.OF","20081023","20081022",".9120",".9120","","1.000000","CNY","","0","",".9120","0",".0000","2017/8/25 09:48:39.00022:4","0"
"{731580D0-4C37-44A2-9119-95E310215F78}","110011.OF","20081024","20081023",".9115",".9115","","1.000000","CNY","","0","",".9115","0",".0000","2017/8/25 09:48:43.000","0"
"{DD7CB15D-A4B9-4082-AC66-3AEFB5C5F4AD}","110011.OF","20081025","20081024",".9054",".9054","","1.000000","CNY","","0","",".9054","0",".0000","2017/8/25 09:48:41.00022:4","0"
"{17509D50-CE25-43AF-922F-F7BFD0D3AD4D}","110011.OF","20081028","20081027",".8910",".8910","","1.000000","CNY","","0","",".8910","0",".0000","2017/8/25 09:48:40.000","0"
"{693A5F00-B278-44B5-BCAB-17EE94FA9A29}","110011.OF","20081029","20081028",".8974",".8974","","1.000000","CNY","","0","",".8974","0",".0000","2017/8/25 09:48:37.00022:4","0"
"{3F0EE514-F21E-4D56-ABD4-9D087E0083A5}","110011.OF","20081030","20081029",".8918",".8918","","1.000000","CNY","","0","",".8918","0",".0000","2017/8/25 09:48:40.000","0"
"{C716873B-2E3E-4C63-BEDE-92EF2EFB44D7}","110011.OF","20081031","20081030",".8970",".8970","","1.000000","CNY","","0","",".8970","0",".0000","2017/8/25 09:48:40.00022:4","0"
"{1C80AA8C-93C3-4A24-B176-5D684569A8BB}","110011.OF","20081101","20081031",".8952",".8952","","1.000000","CNY","","0","",".8952","0",".0000","2017/8/25 09:48:49.000","0"
"{B7EF8C41-4D4C-448A-A33F-6E47A2F971E5}","110011.OF","20081104","20081103",".8948",".8948","","1.000000","CNY","","0","",".8948","0",".0000","2017/8/25 09:48:36.00022:4","0"
"{9864A046-0008-40E7-B064-5307C47EC11A}","110011.OF","20081105","20081104",".8886",".8886","","1.000000","CNY","","0","",".8886","0",".0000","2017/8/25 09:48:33.000","0"
"{5CBCB113-C742-4E4C-B8A3-46C2FAAD7FB6}","110011.OF","20081106","20081105",".8982",".8982","","1.000000","CNY","","0","",".8982","0",".0000","2017/8/25 09:48:40.00022:4","0"
"{81F709D2-4BFE-4B91-BEAD-AD32EE12C793}","110011.OF","20081107","20081106",".8939",".8939","","1.000000","CNY","","0","",".8939","0",".0000","2017/8/25 09:48:33.000","0"
"{C60F8515-86F8-48EF-8F63-B682BF18DCBF}","110011.OF","20081108","20081107",".8960",".8960","","1.000000","CNY","","0","",".8960","0",".0000","2017/8/25 09:48:33.00022:4","0"
"{485E4FE0-3F00-4FD0-A0C2-CBE3936B5E94}","110011.OF","20081111","20081110",".9133",".9133","","1.000000","CNY","","0","",".9133","0",".0000","2017/8/25 09:48:49.000","0"
"{ADE1AE54-D71F-4B81-A9F0-AEC1F71B861A}","110011.OF","20081112","20081111",".9114",".9114","","1.000000","CNY","","0","",".9114","0",".0000","2017/8/25 09:48:42.00022:4","0"
"{0C2131F1-9A66-42B1-8B25-6FE22AAEE95F}","110011.OF","20081113","20081112",".9121",".9121","","1.000000","CNY","","0","",".9121","0",".0000","2017/8/25 09:48:34.000","0"
"{F78F1725-1A88-4A52-B9A7-22F11A553F30}","110011.OF","20081114","20081113",".9300",".9300","","1.000000","CNY","","0","",".9300","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{D042D960-CDAD-4F7D-A66A-5B6F9016095D}","110011.OF","20081115","20081114",".9459",".9459","","1.000000","CNY","","0","",".9459","0",".0000","2017/8/25 09:48:33.000","0"
"{D017FA86-6F01-4A3B-B4A0-E03E7419EF59}","110011.OF","20081118","20081117",".9612",".9612","","1.000000","CNY","","0","",".9612","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{6A137BAA-7698-4625-ADDA-CD14C94F3476}","110011.OF","20081119","20081118",".9432",".9432","","1.000000","CNY","","0","",".9432","0",".0000","2017/8/25 09:48:34.000","0"
"{B2AD51CC-9482-4989-A63C-4608A745BDF5}","110011.OF","20081120","20081119",".9672",".9672","","1.000000","CNY","","0","",".9672","0",".0000","2017/8/25 09:48:32.00022:4","0"
"{3CEF36EF-9D1C-47C3-B43E-29E986DB22E9}","110011.OF","20081121","20081120",".9640",".9640","","1.000000","CNY","","0","",".9640","0",".0000","2017/8/25 09:48:33.000","0"
"{977B8011-747F-4784-933B-99ADBE6537A9}","110011.OF","20081122","20081121",".9685",".9685","","1.000000","CNY","","0","",".9685","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{9227741C-54EC-43F9-A087-66708109D575}","110011.OF","20081125","20081124",".9515",".9515","","1.000000","CNY","","0","",".9515","0",".0000","2017/8/25 09:48:32.000","0"
"{CA5A57A0-E033-41C0-9938-22AFBF531E13}","110011.OF","20081126","20081125",".9505",".9505","","1.000000","CNY","","0","",".9505","0",".0000","2017/8/25 09:48:31.00022:4","0"
"{572C1B5A-72DC-45E1-A4A3-8173AFEB2E3F}","110011.OF","20081127","20081126",".9537",".9537","","1.000000","CNY","","0","",".9537","0",".0000","2017/8/25 09:48:33.000","0"
"{A5E2ABB4-9D10-4727-B0BA-0D00B73A7F38}","110011.OF","20081128","20081127",".9629",".9629","","1.000000","CNY","","0","",".9629","0",".0000","2017/8/25 09:48:33.00022:4","0"
"{BD2EFEB2-9555-44E4-8D62-FE61921A4CA9}","110011.OF","20081129","20081128",".9629",".9629","","1.000000","CNY","","0","",".9629","0",".0000","2017/8/25 09:48:34.000","0"
"{E994D991-77C9-4031-957D-03F58B341F33}","110011.OF","20081202","20081201",".9763",".9763","","1.000000","CNY","","0","",".9763","0",".0000","2017/8/25 09:48:35.00022:4","0"
"{484ADA08-D78F-4CAB-A900-E44E9095FF77}","110011.OF","20081203","20081202",".9848",".9848","","1.000000","CNY","","0","",".9848","0",".0000","2017/8/25 09:48:35.000","0"
"{4F57709C-E679-4184-93DB-14924AA10169}","110011.OF","20081204","20081203",".9960",".9960","","1.000000","CNY","","0","",".9960","0",".0000","2017/8/25 09:48:34.00022:4","0"
"{222ECBFA-5239-49AF-AE5E-BE8CFC56AA8A}","110011.OF","20081205","20081204",".9990",".9990","","1.000000","CNY","","0","",".9990","0",".0000","2017/8/25 09:48:31.000","0"
"{348400D3-3BA2-4B66-8167-E24FF659ADA6}","110011.OF","20081206","20081205","1.0104","1.0104","","1.000000","CNY","","0","","1.0104","0",".0000","2017/8/25 09:48:33.00022:4","0"
"{1356DF4B-9102-4327-90E0-3A1AEA772CAF}","110011.OF","20081209","20081208","1.0271","1.0271","","1.000000","CNY","","0","","1.0271","0",".0000","2017/8/25 09:48:32.000","0"
"{2B1C95CE-34EB-418E-8782-DDB6C58DFDD0}","110011.OF","20081210","20081209","1.0113","1.0113","","1.000000","CNY","","0","","1.0113","0",".0000","2017/8/25 09:48:31.00022:4","0"
"{23538C59-9E5F-495D-90BD-921B465C0427}","110011.OF","20081211","20081210","1.0313","1.0313","","1.000000","CNY","","0","","1.0313","0",".0000","2017/8/25 09:48:32.000","0"
"{79DAC949-5D57-4156-A5AF-466AAA1DD067}","110011.OF","20081212","20081211","1.0202","1.0202","","1.000000","CNY","","0","","1.0202","0",".0000","2017/8/25 09:48:31.00022:4","0"
"{3A07AE77-2408-4E48-AE0A-5F59392F8CAC}","110011.OF","20081213","20081212",".9993",".9993","","1.000000","CNY","","0","",".9993","0",".0000","2017/8/25 09:48:33.000","0"
"{0AC47BE4-C22F-4B78-BAC4-35F52788A030}","110011.OF","20081216","20081215","1.0039","1.0039","","1.000000","CNY","","0","","1.0039","0",".0000","2017/8/25 09:48:31.00022:4","0"
"{7AF1796B-AE10-43C5-89D1-83D9F559D815}","110011.OF","20081217","20081216","1.0149","1.0149","","1.000000","CNY","","0","","1.0149","0",".0000","2017/8/25 09:48:32.000","0"
"{1F7155A7-7450-4DC3-BF0E-57A2C3792C36}","110011.OF","20081218","20081217","1.0204","1.0204","","1.000000","CNY","","0","","1.0204","0",".0000","2017/8/25 09:48:32.00022:4","0"
"{7569D3BF-B5FA-4147-B030-29B96B69B9A3}","110011.OF","20081219","20081218","1.0308","1.0308","","1.000000","CNY","","0","","1.0308","0",".0000","2017/8/25 09:48:31.000","0"
"{61CAC874-BC97-44A9-A783-A36C56245A04}","110011.OF","20081220","20081219","1.0394","1.0394","","1.000000","CNY","","0","","1.0394","0",".0000","2017/8/25 09:48:31.00022:4","0"
"{78B99B1B-AC12-40D5-ABA8-80D32293E004}","110011.OF","20081223","20081222","1.0327","1.0327","","1.000000","CNY","","0","","1.0327","0",".0000","2017/8/25 09:48:31.000","0"
"{A76CA20F-6792-4868-A913-2D951302FD6B}","110011.OF","20081224","20081223","1.0067","1.0067","","1.000000","CNY","","0","","1.0067","0",".0000","2017/8/25 09:48:33.00022:4","0"
"{9D247ED0-6385-4E9A-97F5-FE7A2086993B}","110011.OF","20081225","20081224",".9979",".9979","","1.000000","CNY","","0","",".9979","0",".0000","2017/8/25 09:48:31.000","0"
"{80D1E2A4-8423-4CAB-8BF5-A4ABC155E77D}","110011.OF","20081226","20081225",".9956",".9956","","1.000000","CNY","","0","",".9956","0",".0000","2017/8/25 09:48:33.00022:4","0"
"{31B958BD-8C12-40CA-9D96-A093363D76FB}","110011.OF","20081227","20081226",".9931",".9931","","1.000000","CNY","","0","",".9931","0",".0000","2017/8/25 09:48:32.000","0"
"{612DFF4C-7706-4BBE-8BDC-6D452DB8D8D0}","110011.OF","20081230","20081229",".9925",".9925","","1.000000","CNY","","0","",".9925","0",".0000","2017/8/25 09:48:50.00022:4","0"
"{D45BB586-C257-4F95-B6A9-4AB4293F40D7}","110011.OF","20081231","20081230",".9946",".9946","","1.000000","CNY","","0","",".9946","0",".0000","2017/8/25 09:48:32.000","0"
"{06EAB65D-9492-4F06-BD96-B1F4723F1F48}","110011.OF","20090105","20081231",".9959",".9959","","1.000000","CNY","753405267.6700","0","753405267.6700",".9959","0",".0000","2017/8/25 09:48:53.00022:4","0"
"{5FA1F7F2-B2AB-4528-86D0-0DB118E74D7C}","110011.OF","20090106","20090105","1.0095","1.0095","","1.000000","CNY","","0","","1.0095","0",".0000","2017/8/25 09:48:54.000","0"
"{C8D72520-E482-40B8-98B8-A0F78548C6BC}","110011.OF","20090107","20090106","1.0237","1.0237","","1.000000","CNY","","0","","1.0237","0",".0000","2017/8/25 09:48:54.00022:4","0"
