,600000.SH,600010.SH,600015.SH,600016.SH,600018.SH,600028.SH,600030.SH,600036.SH,600048.SH,600050.SH,600104.SH,600109.SH,600111.SH,600150.SH,600518.SH,600519.SH,600585.SH,600637.SH,600795.SH,600837.SH,600887.SH,600893.SH,600958.SH,600999.SH,601006.SH,601088.SH,601166.SH,601169.SH,601186.SH,601211.SH,601288.SH,601318.SH,601328.SH,601336.SH,601390.SH,601398.SH,601601.SH,601628.SH,601668.SH,601669.SH,601688.SH,601766.SH,601800.SH,601818.SH,601857.SH,601901.SH,601985.SH,601988.SH,601989.SH,601998.SH
1,浦发银行,包钢股份,华夏银行,民生银行,上港集团,中国石化,中信证券,招商银行,保利发展,中国联通,上汽集团,国金证券,北方稀土,中国船舶,ST康美,贵州茅台,海螺水泥,东方明珠,国电电力,海通证券,伊利股份,航发动力,东方证券,招商证券,大秦铁路,中国神华,兴业银行,北京银行,中国铁建,国泰君安,农业银行,中国平安,交通银行,新华保险,中国中铁,工商银行,中国太保,中国人寿,中国建筑,中国电建,华泰证券,中国中车,中国交建,光大银行,中国石油,方正证券,中国核电,中国银行,中国重工,中信银行
2016-02-22,10.15884324065777,2.166210820149668,6.371759807656178,5.295113552587307,4.065229852849551,2.8281142757559574,12.652403739597485,11.925694641310757,6.986487760356142,4.098216803877428,13.358566758796183,12.467052876329879,12.228052855524961,24.357424680313166,12.979711641522083,188.61440655787965,11.129117293123041,18.354240745375094,2.630609678512587,11.350849451358332,11.522350742145994,38.381403642252145,16.902182925447008,11.222907884184833,4.514122407761388,8.244565983322538,11.008139600976218,4.687818934265035,9.147174471779856,15.080665463422555,2.0508938769284244,25.795873544338544,3.644181608224893,34.44668435945068,7.015638998230615,2.877005863203359,19.066134068191868,19.81889418344868,3.0558829811480166,6.11086029403528,13.563491328396427,8.660624240508763,10.2230910357398,2.5624593170011325,6.422378505182834,7.117905631577538,6.392960303955418,2.2525431342794073,6.6726397693566755,4.262441777047379
2016-02-23,10.15884324065777,2.1450426362394106,6.274431501021919,5.21507113842029,4.0487714323926705,2.821815580264296,12.376292233085088,11.782681647610827,6.986487760356142,4.005914623609917,13.273705561810711,12.284561347323507,12.150042948950642,23.990924186953432,12.880284881036888,192.79877813743605,10.902146852066828,18.02556578820721,2.6135277974832847,11.067721687265493,11.372493579314614,37.760156845817114,16.773092933653878,10.996182472383119,4.46223594330436,8.304482887271103,10.84383900991687,4.6482175071540315,9.001981226196047,14.825200638632335,2.037221251082235,25.404395967139994,3.596854574351843,33.68234755865509,6.887460453804964,2.8558514083268633,18.74297925347675,19.283248394706828,3.0334955600407048,5.967075345940332,13.256971750353571,8.59302912448528,9.990552317993403,2.51290899871658,6.379733229584011,6.9813978523418045,6.462166910764137,2.2183099559468933,6.563088967173207,4.1669042889411445
2016-02-24,10.15884324065777,2.1379865749359914,6.29389716234877,5.233542464766525,4.131063534677073,2.8344129712476187,12.522468913003417,11.766791314977503,7.008904298624665,4.107447021904178,13.309064393887992,12.361399885852505,12.150042948950642,24.704114336194,12.771819324143946,197.6366741285501,10.826490038381422,18.1931255702928,2.6733143810858433,11.127779091770035,11.563977731821376,38.1775570371719,16.79030493255963,11.144971023877995,4.553037256104158,8.298491196876247,10.88118005333945,4.69276911265391,9.181337588387809,14.932331049028235,2.037221251082235,25.32943217576155,3.596854574351843,33.73387588230423,7.0754556522959176,2.8558514083268633,18.798152026720796,19.756402174762133,3.050286125871189,6.038967819987806,13.265486183076984,8.669073630011699,10.205865945536363,2.5199876156143737,6.422378505182834,7.059402297619367,6.444865259061957,2.2183099559468933,6.762272243870422,4.188951401581045
2016-02-25,10.15884324065777,1.9615850423505137,5.975958027343524,5.054986310086256,3.760749074397257,2.6958416704310686,11.499232153575122,11.321862001244389,6.50079609787149,3.7566987368876417,12.736251314236066,11.131983269388542,11.018899303622973,22.237665070070378,11.669086162399033,192.79877813743605,9.99426508784197,16.375746395364505,2.476872749248864,10.304134687136324,10.79804112179433,34.42095531497879,15.292861027759333,10.117621501651477,4.267661701590507,7.789197513313445,10.53017424516721,4.578915009709775,8.352882010644908,13.803341339471464,1.9962033735436664,24.121682203553256,3.4345904582156694,30.6507645172973,6.391836748692448,2.827645468491536,18.017851376555026,18.086972799850017,2.8711867570126968,5.445854909096147,11.954263543671427,8.077616364806223,9.198198168635304,2.3925725114540963,6.038571024793422,6.425616179739175,5.9431173596987446,2.1361503279488603,6.085049103099894,4.115461026114711
2016-02-26,10.15884324065777,2.0109774714744475,6.053820672650931,5.160557326767463,3.9006456482807437,2.7462312343643593,11.686013466804097,11.480765327577643,6.5755178920998985,3.7936196089946455,12.7786819127288,11.343289250343286,11.311436453276679,22.217854232591474,11.84082329414619,196.81976861410308,10.312023705320671,16.536861570446803,2.511036511307469,10.527205046724621,10.89794589701525,35.43048135918572,15.723161000403095,10.308921067859174,4.33900559021892,7.962956534764283,10.63472916675043,4.6482175071540315,8.41266746470883,13.926953351466729,2.0235486252360455,24.238292545697504,3.488678496927727,30.67652867912187,6.443108166462708,2.834696953450368,18.435588088259934,18.34586826440858,2.8823804675663527,5.4997742646317525,12.167124361756745,8.086065754309159,9.318773800059365,2.4279655959430624,6.192094016949187,6.503620625016737,6.046927269911823,2.1566902349483685,6.085049103099894,4.100762951021444
2016-02-29,10.15884324065777,1.9404168584402566,6.0408435650996966,5.247498124089658,3.8183535459963394,2.7399325388726976,11.596683273520673,11.568162157060934,6.784738915939441,3.710547646753886,12.962547839530652,10.920677288433797,10.853128252152539,20.781568515370893,11.795629312107467,195.06796012201113,10.660045048273531,15.866622442104454,2.476872749248864,10.638740226518768,10.814691917664485,34.013262104818295,14.86256105511557,9.897981258968569,4.209289429076351,8.166674008189405,10.589919914643335,4.75712143170929,8.310178114884966,13.4654685066844,2.04405756400533,24.163328754319057,3.495439501766734,29.04479843023241,6.229477259086623,2.8417484384092,18.530169985249724,17.747730466980173,2.8711867570126968,5.293083401745265,11.605171802011508,7.883280406238709,9.094847627414685,2.4067297452496823,6.209152127188717,6.211103955225879,5.8825615787411145,2.170383506281374,5.806192515723794,3.9537822000887757
2016-03-01,10.15884324065777,1.9898092875641902,6.092751995304635,5.235078010186487,3.8594995971385417,2.7777247118226662,12.449380573044252,11.639668653910899,7.0836260928530725,3.765928954914392,13.012050204438843,11.37210370229166,11.174919116771617,21.346177383519674,11.94025005463139,198.2538916283545,10.977803665752232,15.969736154157122,2.5281183923367716,11.016243911975886,10.964549080495862,35.64403494546026,16.041582980159482,10.20264353107712,4.2611758935333786,8.27452443529682,10.589919914643335,4.776922145264792,8.634727722660534,13.935194152266414,2.04405756400533,24.371561508148076,3.5022005066057416,29.93795604015085,6.340565330922187,2.8417484384092,18.758742902975047,18.45299742215695,2.9327521650578037,5.409908672072409,12.039407870905556,7.967774301268062,9.27571107455077,2.4208869790452687,6.243268347667775,6.43536673539887,5.977720663103104,2.1909234132808826,6.055171611595311,3.9758293127286763
2016-03-02,10.15884324065777,2.1238744523291535,6.300385716124389,5.315808750557098,4.0323130119357895,2.865906448705925,13.09093377935247,11.885968809727444,7.793483138022947,3.9228426613691587,13.393925590873463,12.159698722213887,12.296311523777494,22.752746844521894,12.374112282203157,203.51839383256868,12.074827464190601,16.646419889502763,2.630609678512587,11.53960129408689,11.347517385509386,37.866933638954386,16.971030921070007,10.911160442957476,4.403863670790204,8.580100645434502,10.918521096762028,4.870975534653425,9.087389017715935,14.61093981784054,2.085075441543898,25.137858042238854,3.590093569512835,31.33780883261918,6.614012892363576,2.8981603180798543,19.29470698591719,19.41715984189229,3.123045244469951,5.688492009006371,12.96748103775754,8.280401712876673,9.878589231671063,2.4845945311254076,6.430907560302599,6.825388961786681,6.22859461278471,2.2320032272798986,6.383824018145715,4.130159101207978
2016-03-03,10.15884324065777,2.102706268418896,6.352294146329326,5.402749547879292,4.0487714323926705,2.865906448705925,12.928515246109882,12.036926969744036,7.733705702640221,3.932072879395909,13.422212656535287,12.04444091442039,12.120789233985269,23.079625662923824,13.142409976861497,206.77693916241847,11.688977714395035,16.762422815562015,2.6220687379979357,11.393747597433004,11.53067614008107,38.42993854822364,16.704244938030875,11.067034163571154,4.4103494788473325,8.484233599116799,11.008139600976218,4.925427496931055,9.061766680259968,14.528531809843695,2.1055843803131826,25.304444245302065,3.60361557919085,31.57827434298184,6.639648601248705,2.9122632879975177,19.37352523340868,19.72961988532504,3.0894641128089835,5.6705188904945025,12.941937739587301,8.339547439397219,9.938877047383091,2.51290899871658,6.465023780781658,6.844890073106071,6.20264213523144,2.2456964986129044,6.353946526641132,4.152206213847879
