,600000.SH,600009.SH,600016.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600104.SH,600196.SH,600276.SH,600309.SH,600519.SH,600547.SH,600585.SH,600588.SH,600690.SH,600703.SH,600745.SH,600837.SH,600887.SH,601012.SH,601066.SH,601088.SH,601138.SH,601166.SH,601186.SH,601211.SH,601236.SH,601288.SH,601318.SH,601319.SH,601328.SH,601336.SH,601398.SH,601601.SH,601628.SH,601658.SH,601668.SH,601688.SH,601816.SH,601818.SH,601857.SH,601888.SH,601988.SH,601989.SH,603160.SH,603259.SH,603993.SH
1,浦发银行,上海机场,民生银行,中国石化,中信证券,三一重工,招商银行,保利发展,中国联通,上汽集团,复星医药,恒瑞医药,万华化学,贵州茅台,山东黄金,海螺水泥,用友网络,海尔智家,三安光电,闻泰科技,海通证券,伊利股份,隆基绿能,中信建投,中国神华,工业富联,兴业银行,中国铁建,国泰君安,红塔证券,农业银行,中国平安,中国人保,交通银行,新华保险,工商银行,中国太保,中国人寿,邮储银行,中国建筑,华泰证券,京沪高铁,光大银行,中国石油,中国中免,中国银行,中国重工,汇顶科技,药明康德,洛阳钼业
2020-07-22,9.938377885683993,71.27559717627445,5.0964852727386045,3.3738215054700382,27.09898216090954,20.77354820487936,34.05554833036949,15.005767816706118,5.034682626858024,17.614728113442204,42.16105025080325,82.29242810093243,64.37590743221482,1644.6814145252965,27.956999246257684,54.489372712149866,46.37141822525414,17.359096697266246,26.356484045044972,145.27216052550835,13.541089520792719,34.36040107941223,24.248783612898492,46.915734277521686,13.428853404862325,14.269694581941861,14.858919282552016,8.478207392147686,17.598943607977493,19.8885865615666,2.878241817931537,74.0091014280021,6.922425754022001,4.262500674055258,49.57524666880229,4.5335506192749415,28.24453940411085,36.972886403049664,4.370801325924272,4.7334253278253415,20.576309418438733,6.1274330446219585,3.498173151236131,4.2590234256119395,204.40317415277468,3.0055492010688294,4.91,211.1555117783773,90.6266842683385,4.357511773321202
2020-07-23,9.776045390574755,70.45394793104795,5.06937630852191,3.3324756536873172,27.134521809645157,20.78308172860808,33.2705137365849,14.742667897308007,5.034682626858024,17.289218354218086,46.380078390067816,82.29242810093243,63.51424299603111,1642.6428124668653,28.45306767394793,54.5608693468386,46.272587410622315,17.03978220952389,25.772105030141685,141.71898422326072,13.457617051143997,33.92135151006418,26.672649921449906,46.506670370597064,13.243975573255959,13.916668283690695,14.594233373956188,8.432379244082023,17.36368780653409,19.6346151787901,2.860744907184233,73.14799215328618,6.774747337936198,4.219094353545531,48.742726275122514,4.480109943998616,27.75961533918766,36.30239364444513,4.297802556389002,4.742563214558596,20.501179123894,6.078647749680701,3.427502986564694,4.194352787912842,224.84250224917042,2.988024132841023,5.18,207.12423472665054,95.14477864475494,4.357511773321202
2020-07-24,9.397268724150273,67.68211915197061,4.988049415871826,3.3076681426176844,25.321999724128588,20.11573506759773,32.335948743984204,14.397916278786342,4.900168205529757,16.703300787614676,46.886751515337465,78.49953969696473,59.464420145967615,1563.5489729882995,28.665668428672326,52.594711892898474,43.23848140142516,16.033457763305556,24.058586901696444,135.20980410653817,12.799112012804077,32.480123575899945,25.908550103931614,44.636663938941645,13.00867651484786,13.154874692727654,14.293039064174728,8.267397911045636,16.603630601870798,18.259666658241464,2.8257510856896246,71.29614425067135,6.516310109786043,4.14096297662802,46.4510572344556,4.435576047935012,26.872112805271644,33.90777664942897,4.2156789406618245,4.623770687026299,19.280311837542094,6.000591277774689,3.339165280725398,4.157398137799073,202.35528406760818,2.935448928157603,5.06,204.65185052497577,88.58278443138819,4.1415990277962775
2020-07-27,9.352176263861642,66.50409192086275,4.988049415871826,3.3159373129742282,25.321999724128588,20.144335638783886,32.008850996573955,14.080381893305862,4.8713436866737,16.81490413363437,51.573477924081715,78.99642464071596,60.93882373677087,1590.2566201480383,31.167270642596012,53.407986112482796,43.48555843800474,15.733495668759707,24.0684916307626,133.08984177494503,12.734188980855071,32.35604434977984,27.224218663896888,45.055467462697806,13.059097741649595,13.015522206575877,14.183513860617833,8.154785559399466,16.65792040220389,18.233393756574927,2.8170026303159728,70.76836759842612,6.516310109786043,4.132281712526075,46.20935776532276,4.42666926872229,27.000205954496636,33.84072737356851,4.188304402086097,4.5963570268265395,19.20518154299736,6.068890690692449,3.312663968973609,4.1204434876853036,197.557087491252,2.9179238599297963,4.9,202.73550453733228,88.35936218200497,4.30844069479281
2020-07-28,9.370213247977095,66.82087235275729,4.997085737277391,3.3159373129742282,25.233150602289538,20.039466877767975,32.31725744413219,14.243685291552966,4.880951859625719,16.74980218178955,49.96576512274533,78.34219279811016,63.361058207376225,1636.7622296060053,30.04757333438088,53.53310522318808,43.80181704482659,15.830257634742237,24.335919315548853,133.3884280188314,12.743463699704929,33.74954950466712,26.854819414368176,44.997029761708575,13.101115430651042,13.201325521444913,14.23827646239628,8.182937868580364,16.52219590137116,18.496122773240273,2.8257510856896246,70.72207140086074,6.562459614812857,4.132281712526075,46.460009066645696,4.435576047935012,26.899561337248425,33.63000107800709,4.206554094469915,4.5963570268265395,19.111268674816444,6.049376572715946,3.3303315101414683,4.129682150213745,204.4922128521297,2.9179238599297963,4.95,203.50998633544725,90.1136405845696,4.445839714672307
2020-07-29,9.478435152669803,68.83044821758837,5.051303665710781,3.3242064833307725,26.45038357148449,20.42080782691675,32.77519429050653,14.334409401690248,4.9482090702898525,17.075311941013666,54.45761725253971,79.37736976425856,62.85363359495692,1638.7224238929587,30.323954315522588,54.23019741140322,46.13422427013775,17.417153876855764,25.74239084294321,146.72528024575527,13.142276610248825,34.236321853292125,27.568316594964728,48.55198990522018,13.159940195253068,13.480030493748464,14.429945568620846,8.295547105303946,17.0741422047576,18.960277369349047,2.843247996436929,71.57392143606357,6.691678228887934,4.167006768933857,47.99077237115368,4.471203164785895,27.439382466125178,35.392439186339,4.252178325429459,4.642046460492806,19.721702317992396,6.088404808668952,3.383334133645046,4.157398137799073,211.71424068870712,2.9529739963854094,4.95,209.91435505062893,90.69288345334093,4.465468146083664
2020-07-30,9.37923174003482,67.6524209864805,5.006122058682956,3.2993989722611405,26.26380041562249,20.315939065900835,32.29856614428017,14.080381893305862,4.890560032577738,16.852105248974272,57.891882916035435,78.64860518009009,64.213148594269,1646.563201040772,29.303470692845504,54.91835252028226,46.331885899401414,17.417153876855764,26.12867527652335,149.47227368950976,12.984606389801238,34.37949019112301,29.005431483542186,47.276100100288616,12.98346590144699,13.275646847392526,14.28391196387832,8.276778899183348,16.64887210214837,18.496122773240273,2.8257510856896246,70.39799801790315,6.571689515818219,4.14096297662802,47.05082999119264,4.435576047935012,26.963607911860922,34.61658327995375,4.224803786853733,4.6054949135597925,19.374224705723005,6.049376572715946,3.3303315101414683,4.1204434876853036,220.91490628873038,2.9266863940436996,4.85,205.9327242680121,91.04042917460373,4.386954420438237
2020-07-31,9.343157771803916,67.2465460581156,5.006122058682956,3.3076681426176844,26.619196902978683,20.12526859132645,32.52286174250434,14.152961181415687,4.880951859625719,16.907906921984118,61.06121820109974,78.16000165206805,64.71099915739738,1644.7794242396444,30.47986153565381,54.89154128227399,46.47024903988597,17.417153876855764,26.68334010422817,151.3334612764014,13.077353578299817,34.96170809830194,28.74229777154913,47.36375665177247,12.88262344784352,13.554351819696079,14.293039064174728,8.248626590002452,16.721258502592498,18.741336522127927,2.8257510856896246,70.27762790423319,6.590149317828944,4.132281712526075,47.319384956895796,4.4177624895095695,27.000205954496636,34.95182965925602,4.233928633045641,4.5963570268265395,19.52448529481247,6.049376572715946,3.339165280725398,4.111204825156861,240.4044882586721,2.9179238599297963,4.79,206.67741830466113,93.50634881594458,4.318254910498489
2020-08-03,9.388250232092545,67.61282343249367,5.0241947014940855,3.3159373129742282,27.019017951254398,20.4970760167465,32.70977474102448,14.406988689800071,4.96742541619389,17.093912498683615,67.16439636614619,77.18279459602398,64.7205732066883,1634.802035319052,30.217653938160396,55.60650762916131,47.86376352619476,19.15886926454134,26.77248266582359,152.7865809966483,13.680210303540589,36.364757809044605,29.197721503844807,47.7241224745394,13.101115430651042,13.833056791999631,14.393437167435213,8.361235826726036,17.11033540497966,19.21424875212555,2.834499541063277,70.7776268379392,6.691678228887934,4.14096297662802,48.78748543607304,4.435576047935012,27.503429040737675,35.8522056493821,4.270428017813276,4.642046460492806,20.02222349617133,6.117675985633706,3.3745003630611166,4.138920812742189,235.95255329091893,2.9266863940436996,5.02,215.86197808999918,93.44842452906744,4.455653930377986
