ÈÕÆÚ,G1,G2,G3,G4,G5
2009-12-31,,,,,
2010-01-08,-0.020839472942429715,-0.027901289807506585,-0.031093511904562412,-0.03565770090188586,-0.024111699284658394
2010-01-15,0.011613196361178529,0.008567258606620961,-0.005598843522948992,-0.001942919465814523,0.0002764420492725999
2010-01-22,-0.05743099612999145,-0.0355157097458781,-0.05011292033651828,-0.021562453498041496,-0.022676721081202573
2010-01-29,-0.0386442052211515,-0.05084038800856327,-0.04492924808734811,-0.048904192781314,-0.037892060125351915
2010-02-05,-0.021202525789606373,-0.017730359289252193,-0.014005823901487446,-0.01995401790414454,-0.016631279840108818
2010-02-12,0.03871267035808384,0.03735665398658391,0.0327481505412956,0.024450495114683182,0.02628465868413695
2010-02-26,0.005528382543492425,0.008767582257543802,-0.0012962310406843841,0.00390718127350443,0.007851710269435288
2010-03-05,-0.012682190433968801,6.406816314022097e-05,-0.004828904089806402,-0.0118330631218139,-0.005377048170501056
2010-03-12,-0.017709033554057403,-0.009595143596684307,-0.014971863680724715,0.004030826838820818,-0.002524103160419062
2010-03-19,0.014829901629747273,0.02586434755279389,0.014172436013106826,0.01403942123517843,0.009225113195363155
2010-03-26,-0.0004932926143204042,-0.007628060335253601,-0.008524869662250334,-0.0028179426952695723,-0.007079562199167404
2010-04-02,0.036442080332408366,0.04790718322823361,0.04671626615981782,0.03119683243375551,0.024036867802159398
2010-04-09,0.013494382491687322,-0.00171143840866566,-0.01164884555968941,-0.018707400273029737,-0.009782865299996711
2010-04-16,0.018159331776811928,-0.013025345496023726,0.001481778626182303,-0.0035954706141316725,-0.013025795956539514
2010-04-23,-0.004655574621346572,-0.030361880214524996,-0.042524962941385566,-0.07716997053865123,-0.06147947313662933
2010-04-30,-0.06768454472854607,-0.0659963765520743,-0.03584139709915565,-0.013270922050378142,-0.004214495993972446
2010-05-07,-0.035467439487898926,-0.07486048276137011,-0.09492236612892953,-0.08834148590075801,-0.057283590445823845
2010-05-14,-0.011977072724350092,0.008497044903686099,0.018890764875635575,0.018707607474890746,0.014855561732257435
2010-05-21,-0.03448904206552843,-0.040880529843146635,-0.0474743269803861,-0.029413062268931818,-0.03302025654748658
2010-05-28,0.046892846796873326,0.04283566453900168,0.03840469692173761,0.012374670118405451,0.01663087034938532
2010-06-04,-0.029947282605226992,-0.0290960090472603,-0.0334835348209542,-0.033474707867097615,-0.046022266618066895
2010-06-11,0.019153296680844454,0.019584839216155295,9.643572464918215e-05,-0.0018335900408836105,-0.00325471348048455
2010-06-18,-0.04719464147049202,-0.03427542421370574,-0.018710646930772807,-0.006056166473932569,-0.010177421280941295
2010-06-25,-0.0038480823966930474,0.018364410109376957,0.02562383966469912,0.019817092663491933,0.016040728120569756
2010-07-02,-0.10095221690370287,-0.061959497443900134,-0.09563589673794817,-0.04657596731098801,-0.048217061691049
2010-07-09,0.059462745451169835,0.02823951059318968,0.04562934905572312,0.03161673785618254,0.04242120773170731
2010-07-16,-0.01152827974581034,-0.03127271305258788,-0.014996369919104267,-0.017535698857559883,-0.018640736395310976
2010-07-23,0.07730608943955691,0.06935638392647926,0.07060285568174937,0.05269541109051522,0.0599434505779722
2010-07-30,0.028342435683657585,0.0324275883466286,0.02423906738246999,0.020645069061904185,0.02642836766259573
2010-08-06,0.037000794083078374,0.02139919065221021,0.011804442461054058,-0.006962288865450049,-0.011497858595960126
2010-08-13,0.002353351758990122,-0.002192287186171234,-0.021437867508864703,-0.029593161410946204,-0.0227934954744127
2010-08-20,0.00948411375042796,0.006279123599582044,0.026529847772039126,0.01747755869929884,0.012234186874398463
2010-08-27,0.006509126322832812,-0.005878029750981396,-0.02890700723032828,-0.014572252056545098,-0.019220103120981373
2010-09-03,0.04663937760679335,0.03578799799081703,0.018148774743914776,0.0011393397882905481,-0.0008681396371949262
2010-09-10,0.03726208714647,0.0063976741003515455,0.0027044980462362462,-0.0065302592317718405,-0.0033427094660246565
2010-09-17,-0.015317192396248387,-0.01078470628214001,-0.0316342985838387,-0.020400913686106775,-0.030109132466977283
2010-09-21,0.0013427745545932475,-0.004392260467138783,-0.0034457153896655206,-0.0010984068610256645,0.001326095006885011
2010-09-30,0.04299320013949188,0.040921858445571856,0.01936533769308663,0.022147835503226604,0.014510427989723951
2010-10-08,0.04485863825293246,0.039985730276088656,0.03932357028976569,0.0327066225575189,0.026270945337425383
2010-10-15,0.03515166180796516,0.09071177758602204,0.11766648460257068,0.12089114882426168,0.101298696157558
2010-10-22,0.031066270962611726,0.057915338282196825,0.03654070947341818,-0.02685393844353504,-0.027193252302903054
2010-10-29,0.012474168252383367,0.0036400830617734537,-0.015110876533669942,0.0001273828884889379,-0.008423122229018582
2010-11-05,0.04544736714646531,0.02712752449141853,0.04482643359922089,0.05493894558085106,0.04782798505136609
2010-11-12,-0.0344248866124944,-0.06928000808018223,-0.07504577886771494,-0.03183504688722068,-0.05583956077753011
2010-11-19,-0.03930680287710402,-0.045765621240463,-0.024234041099252878,-0.04599873808813447,-0.020664665365616407
2010-11-26,0.03230755817664396,0.01056331562809319,0.00215160050199812,-0.036384193943011525,-0.011055150895673679
2010-12-03,-0.028417152802749517,-0.013726622489634716,-0.011488571131793442,0.0021958948199507465,-0.004251434521798819
2010-12-10,-0.002872200792418218,0.006578351712207269,0.015312133650414747,0.0011355014925629524,-0.004147053108552354
2010-12-17,0.025612772098055007,0.02778084616243873,0.023062962750600897,0.011892865003976535,0.007522688798313853
2010-12-24,-0.04761130282344454,-0.029195991322883447,-0.01825479077025743,-0.011306087258651872,-0.0018808522768073372
2010-12-31,0.018686098596560792,0.0017904362986113404,-0.0067873589685504485,-0.01748335766226119,-0.014101544609436467
2011-01-07,-0.015967224177743156,0.00325984541938077,0.011041894743847832,0.015324555456157324,0.020058216722974385
2011-01-14,-0.04787605559815668,-0.03818746610990176,-0.04487310867544399,0.0005904459032743288,0.0042890389581910025
2011-01-21,-0.04409970351497697,-0.04794189276872411,-0.03768112676895541,-0.026387332973305325,-0.015003427794935808
2011-01-28,0.012800480382639059,0.018338547467817216,0.023446922906809324,0.017977955459639646,0.009591614005792051
2011-02-01,0.021963005892799297,0.020274299529551787,0.015809220247625433,0.01599231304706176,0.008861543952075192
2011-02-11,0.014044102457215619,0.01997950011261695,0.015258792620812719,0.002758400905415951,0.0021474088087713116
2011-02-18,0.030471274733898535,0.03011301717333163,0.04324532331230415,0.02067812124310526,0.01984727399713215
2011-02-25,0.00456156425414894,0.005010451084970271,-0.012425748999083837,-0.007834483564780267,-0.022691373664746512
2011-03-04,-0.0012560585785147305,0.009330172216506406,0.02724388326628371,0.026428294595711537,0.029103680207349655
2011-03-11,-0.0004596574832725054,-3.2280516997891474e-05,-8.179476240340934e-05,-0.0020769014127752883,-0.013931661878558028
2011-03-18,-0.005101043493140776,-0.015201068880172657,-0.01122607930993723,-0.013401162876462069,-0.009272582796998954
2011-03-25,0.012061074769139615,0.012256008403843341,0.028007002690561354,0.026986802156439324,0.029342722204241514
2011-04-01,-0.018752339984689434,-0.029575647604530034,-0.0172971310205757,0.0002477915507565603,0.013550893330587122
2011-04-08,0.014464829273198643,0.02578132899144182,0.026017080909119084,0.020056337043138205,0.021715623021836578
2011-04-15,-0.011379045252838445,-0.017009072327698747,-0.00662925966029741,0.00022528549338576636,0.023729533090307238
2011-04-22,-0.0072297281540100655,-0.009232164527097325,-0.01959601651645896,-0.016854160696541876,-0.024010472317686497
2011-04-29,-0.038731201272090274,-0.050015272235955414,-0.03934789812662398,-0.025917155963875373,-0.009223387140965844
2011-05-06,-0.01991087064988443,-0.028128672652726703,-0.03151290822200303,-0.03044384541241662,-0.012679433830735193
2011-05-13,0.005344657252999492,0.006254517437706257,0.002505149120842003,0.0014654241556653219,-0.003290062101059125
2011-05-20,0.006789713467026885,-0.0035508325094020243,-0.00934304713287226,-0.004628992942190801,-0.0003582666371509342
2011-05-27,-0.05380031914760901,-0.058124885342005835,-0.0526832516505703,-0.034300224098054985,-0.041216833640401275
2011-06-03,0.03615295681198462,0.02358385776378556,0.020352076488423264,-0.0016404098184787076,-0.004172304492972189
2011-06-10,-0.008754237084767117,-0.010133456245745858,-0.005697390114124386,0.002524513601373376,-0.006575341362766096
2011-06-17,-0.02769807127779844,-0.02254903458665015,-0.011565762221326843,-0.013902363196437985,-0.008181638391101255
2011-06-24,0.04507374141785075,0.06092840797136425,0.0490883051734388,0.03365623589614913,0.04373145414355424
2011-07-01,0.026272453261176044,0.02334712001470808,0.023435816496836497,-0.0041354764007016055,-0.012560680811080764
2011-07-08,0.03527360017912382,0.014728100715452155,0.01906574345404792,0.010176926956922974,0.0014110294547105353
2011-07-15,0.02341123641030746,0.02011950065605003,0.004469993678205623,-0.009847980460917428,0.002038599349434572
2011-07-22,-0.007499736118156929,-0.017950890497705447,-0.022844645782544724,-0.019311337554500655,-0.016466240141800894
2011-07-29,-0.017103196941727464,-0.04616355931546612,-0.024982566067466634,-0.01745177628392327,-0.020510557202461754
2011-08-05,-0.00529706488629128,-0.015885098038124722,-0.02471309950451085,-0.03957003304942079,-0.035317755195582064
2011-08-12,0.020266985840667426,-0.014846904504825119,-0.03009343852052928,-0.021217663674407604,-0.0061945933431320314
2011-08-19,-0.024961992107048647,-0.03688481227138573,-0.03812317086763959,-0.018974534430436982,-0.015518064216748728
2011-08-26,0.010972698296673473,0.030151301420117873,0.035754326896587085,0.026814769552771366,0.04017409090880343
2011-09-02,-0.02948382424639993,-0.03912988303046704,-0.03766277806921522,-0.032159819817865,-0.023992236956407415
2011-09-09,-0.026534428437037825,-0.024652108542240505,-0.03183243257131055,-0.004876525496663901,0.0005546645358716594
2011-09-16,-0.011876878644529338,-0.012405090674778988,-0.004003965276094362,-0.002816785336855826,-0.0014752026822031894
