ÈÕÆÚ,rm,SMB,HML,IC_cap,IC_bp,rankIC_cap,rankIC_bp
2009-12-31,,,,,,,
2010-01-08,-0.02672218990513686,0.026327268680187834,0.0005375930861974132,-0.12502161012024268,-0.04289218643562193,-0.023517480476920222,-0.03350762002644115
2010-01-15,0.0007499719838051089,0.04678956796887593,-0.0006612156647828503,-0.13868689060783196,-0.010672409041484757,-0.12605117834642607,0.07971777464194046
2010-01-22,-0.03346215910461303,-0.004774549172494748,0.02429399408863098,0.07840121347235342,0.13296746989693484,0.08621073567484082,-0.06752652807253413
2010-01-29,-0.04813736557542625,0.005474041431535813,0.00238927499297302,-0.016572042570884182,-0.04179246693429062,0.05876154179490883,0.03306836742630473
2010-02-05,-0.015938654748826386,-0.003842120041086849,0.006972413057950029,0.014367911570506162,0.041896221506152395,-0.04939388215424616,-0.09253569484105378
2010-02-12,0.031140880850213604,0.0007579886159286888,-0.008972343642028206,-0.041079554807079845,0.04818539571442519,-0.05697174413049034,-0.0031338125979177545
2010-02-26,0.009347087916143693,0.03196789692098753,-0.004034282816946119,-0.1625965399886132,-0.1228249005157945,-0.04856809520105779,0.045623618040200445
2010-03-05,-0.006676478744054082,-3.7087135387284024e-05,0.0028031303812083453,0.004539593321702534,0.03173310982905937,-0.03898132201468905,0.03476127512527916
2010-03-12,-0.008169313078263518,-0.01801037560711943,0.01004536448270508,0.159412292005914,0.20067634017400568,-0.018883320925788063,-0.01640284892054356
2010-03-19,0.018786748445005275,0.014653665065983132,-0.009435907208598661,-0.11661202478173933,-0.10822569733131093,-0.07558172868587429,-0.07867509638995987
2010-03-26,-0.00572882354191262,0.0008514993535169245,-0.0005265089866145871,0.002928113037256973,-0.10124639517451592,-0.07204746719407992,-0.0021222458027311416
2010-04-02,0.04041221374045789,0.005595765370403675,-0.01685093242474011,-0.0746582740907037,-0.1373170182837966,0.021621129123656928,-0.04254758386204291
2010-04-09,-0.008270356728836137,0.01695705870294021,-0.02220042554422378,-0.09043623660423417,-0.256266376498315,0.052395248836098175,-0.09514816831298126
2010-04-16,-0.006759056217947035,-0.005835523554831704,-0.013158532813921205,0.006599001145229682,-0.1512489483682745,-0.00803697818864654,-0.0005240058222869143
2010-04-23,-0.04955710552895576,0.01282571457232886,-0.05725363983817414,-0.08240569745081285,-0.37656930437212704,0.0818613540150446,-0.011208124534717053
2010-04-30,-0.03844200626959249,-0.03145149828248477,0.04333973235454034,0.18769003639371326,0.3132552697910699,0.0681949799442216,-0.10521894687718752
2010-05-07,-0.07517188992524537,0.011638703142063328,-0.026501949796818608,-0.03157919558454819,-0.21753642582621113,0.0010920121334681496,-0.06256513961266236
2010-05-14,0.011008922056267911,-0.022641688123886932,0.02743833640174727,0.08309045411305288,0.1911500921101836,-0.022649140546006065,-0.0008168979655329503
2010-05-21,-0.03459878243526893,-0.009704788796129314,1.603929363702336e-05,0.0403835048669274,0.00829813591259606,0.022962921810242336,-0.11970399671107455
2010-05-28,0.0294388523506659,0.020373309353892647,-0.0294070646782945,-0.13697351677205172,-0.28799698629251,-0.07741286014289046,-0.015232613695707732
2010-06-04,-0.037157492193804265,-0.002343947601313507,-0.010703627118121934,0.03314637443207092,-0.1406120105728052,-0.055849064989611,-0.036635962621806906
2010-06-11,0.005276218030236146,0.01706156292661513,-0.014781126657629755,-0.15302807225323392,-0.1507282076161416,-0.009228546983855375,0.04031155901732242
2010-06-18,-0.022726696074842123,-0.018153639889583493,0.03778071146635893,0.15317845789000456,0.3687395921370509,0.048692096578850874,0.014983722041356014
2010-06-25,0.01488036733588749,-0.006476123515759554,0.013802046351892317,0.07335744836143163,0.10090762908689088,0.07632795919954664,0.1051305014500161
2010-07-02,-0.07388836709559288,-0.03632846037146868,0.03333172132312524,0.20517562561930822,0.28801182142116677,0.1176461960688452,-0.06555272836364848
2010-07-09,0.044587646155849425,0.017168549503830895,-0.011158736016931504,-0.1451987724591317,-0.1049860919511759,-0.09863576261958466,-0.10996699963332926
2010-07-16,-0.011699595784065542,0.0060373328628485975,-0.0018638341772821698,-0.09277007767593008,8.858462947905634e-05,0.08749741663796264,-0.00496805520061334
2010-07-23,0.0676380760894908,0.014179261687319205,-0.009587203873868272,-0.13555140859749853,-0.11340652046846997,-0.11374704163379593,-0.003704041156012844
2010-07-30,0.02712775860340555,0.01653938747491357,-0.0047814361223770755,-0.12265293342388899,0.012941044276292658,0.060041556017289076,-0.017651307236747075
2010-08-06,0.010042351464872645,0.014982872705154082,-0.04182909767993477,-0.1591343178006309,-0.3463802231612165,-0.013670818564650716,-0.03423415815731286
2010-08-13,-0.014532415811378763,0.012494261484123172,-0.020448919093023994,-0.11359252887973592,-0.14079490008358891,-0.1203008922321359,-0.07911199013322369
2010-08-20,0.014981352103797807,-0.0014902642241798238,0.005104158304976066,0.01839245882459851,-0.01866119067630238,0.026611851242791588,0.029660329559217324
2010-08-27,-0.01371824464432958,0.0012670243650852303,-0.01672940691208838,-0.058694271629620424,-0.169885173224367,0.03734797053300592,-0.044823164701830016
2010-09-03,0.021563229167031128,0.014405681885719786,-0.04395948232955622,-0.10926679768319841,-0.3222383413480465,-0.06058111756797298,-0.05881443127145857
2010-09-10,0.004225723492488509,0.009395652964790181,-0.02569261190692236,-0.08833673539563906,-0.18402515025900376,0.030034111490127666,-0.0180299781108679
2010-09-17,-0.024272390922576048,0.007594216881789284,-0.016385260719569958,-0.029025289976956123,-0.09644646762366785,-0.022453582817586863,-0.047593417704641164
2010-09-21,-0.0013594886365622116,-0.012730965285718444,0.0033381280590235153,0.09596986253604371,0.07707638585504689,-0.06397715530172557,-0.04590406560072889
2010-09-30,0.027328275263518886,0.0017044691547148487,-0.031071686285917537,-0.04204224944424705,-0.2526478902496772,0.06380382004244492,-0.0693945488283203
2010-10-08,0.037014957912773205,-0.009759270423378366,-0.011974811018104017,-0.0007334697872279259,-0.18091136995289514,0.11523105812286803,-0.016918410204557827
2010-10-15,0.09311057311701143,-0.04545256154344748,0.056723571116163406,0.09505327223066282,0.15503482263204837,0.03336837075967511,0.05064900721119123
2010-10-22,0.015319982690643386,0.013704668136292716,-0.04533793798799202,-0.1382154931591287,-0.2828675457764595,-0.12828631429238102,-0.06312470138557094
2010-10-29,0.0003906874322956444,0.027154249147980352,-0.018652231401119563,-0.11642846552258397,-0.1388713920032351,-0.09697885532061468,0.0009160101778908654
