ÈÕÆÚ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
2009-12-31,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000301.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000543.SZ,000559.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000807.SZ,000822.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000912.SZ,000917.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002024.SZ,002028.SZ,002038.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002194.SZ,002202.SZ,002242.SZ,002244.SZ,002269.SZ,600000.SH,600004.SH,600005.SH,600006.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600017.SH,600018.SH,600019.SH,600022.SH,600026.SH,600027.SH,600028.SH,600029.SH,600030.SH,600031.SH,600033.SH,600036.SH,600037.SH,600048.SH,600050.SH,600058.SH,600066.SH,600068.SH,600085.SH,600087.SH,600089.SH,600096.SH,600100.SH,600102.SH,600104.SH,600108.SH,600109.SH,600110.SH,600111.SH,600117.SH,600118.SH,600123.SH,600125.SH,600132.SH,600143.SH,600150.SH,600151.SH,600153.SH,600158.SH,600169.SH,600170.SH,600176.SH,600177.SH,600183.SH,600188.SH,600196.SH,600208.SH,600210.SH,600216.SH,600219.SH,600220.SH,600221.SH,600236.SH,600251.SH,600256.SH,600266.SH,600269.SH,600270.SH,600271.SH,600276.SH,600282.SH,600299.SH,600307.SH,600308.SH,600309.SH,600316.SH,600320.SH,600325.SH,600331.SH,600348.SH,600350.SH,600352.SH,600362.SH,600376.SH,600380.SH,600383.SH,600395.SH,600415.SH,600418.SH,600426.SH,600428.SH,600432.SH,600456.SH,600489.SH,600497.SH,600500.SH,600508.SH,600516.SH,600518.SH,600519.SH,600528.SH,600547.SH,600548.SH,600549.SH,600550.SH,600569.SH,600582.SH,600583.SH,600585.SH,600588.SH,600595.SH,600596.SH,600597.SH,600598.SH,600600.SH,600601.SH,600611.SH,600616.SH,600631.SH,600635.SH,600638.SH,600639.SH,600642.SH,600643.SH,600649.SH,600653.SH,600655.SH,600660.SH,600663.SH,600664.SH,600674.SH,600675.SH,600685.SH,600688.SH,600690.SH,600694.SH,600717.SH,600718.SH,600737.SH,600739.SH,600741.SH,600748.SH,600770.SH,600779.SH,600782.SH,600795.SH,600804.SH,600808.SH,600809.SH,600811.SH,600812.SH,600816.SH,600820.SH,600832.SH,600835.SH,600837.SH,600839.SH,600859.SH,600874.SH,600875.SH,600879.SH,600881.SH,600886.SH,600895.SH,600900.SH,600970.SH,600997.SH,601001.SH,601005.SH,601006.SH,601009.SH,601088.SH,601111.SH,601166.SH,601168.SH,601169.SH,601186.SH,601318.SH,601328.SH,601333.SH,601390.SH,601398.SH,601588.SH,601600.SH,601601.SH,601628.SH,601666.SH,601699.SH,601727.SH,601766.SH,601808.SH,601857.SH,601866.SH,601872.SH,601898.SH,601899.SH,601918.SH,601919.SH,601939.SH,601958.SH,601988.SH,601991.SH,601998.SH,,
2010-01-08,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000301.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000807.SZ,000822.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000917.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002275.SZ,600000.SH,600004.SH,600005.SH,600006.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600017.SH,600018.SH,600019.SH,600022.SH,600026.SH,600027.SH,600028.SH,600029.SH,600030.SH,600031.SH,600033.SH,600036.SH,600037.SH,600048.SH,600050.SH,600058.SH,600062.SH,600066.SH,600068.SH,600085.SH,600087.SH,600089.SH,600096.SH,600100.SH,600102.SH,600104.SH,600108.SH,600109.SH,600111.SH,600118.SH,600123.SH,600125.SH,600132.SH,600143.SH,600150.SH,600151.SH,600153.SH,600158.SH,600161.SH,600166.SH,600169.SH,600170.SH,600176.SH,600177.SH,600183.SH,600188.SH,600196.SH,600208.SH,600210.SH,600216.SH,600219.SH,600220.SH,600221.SH,600236.SH,600239.SH,600246.SH,600251.SH,600256.SH,600266.SH,600269.SH,600270.SH,600271.SH,600276.SH,600282.SH,600307.SH,600309.SH,600312.SH,600316.SH,600320.SH,600325.SH,600331.SH,600348.SH,600350.SH,600352.SH,600362.SH,600369.SH,600376.SH,600380.SH,600383.SH,600395.SH,600415.SH,600418.SH,600426.SH,600428.SH,600432.SH,600456.SH,600489.SH,600497.SH,600500.SH,600508.SH,600516.SH,600517.SH,600518.SH,600519.SH,600528.SH,600547.SH,600549.SH,600550.SH,600569.SH,600582.SH,600583.SH,600585.SH,600588.SH,600595.SH,600596.SH,600597.SH,600598.SH,600600.SH,600601.SH,600611.SH,600631.SH,600635.SH,600638.SH,600639.SH,600642.SH,600643.SH,600648.SH,600649.SH,600655.SH,600657.SH,600660.SH,600663.SH,600664.SH,600674.SH,600675.SH,600685.SH,600688.SH,600690.SH,600694.SH,600717.SH,600718.SH,600737.SH,600739.SH,600741.SH,600748.SH,600779.SH,600782.SH,600795.SH,600804.SH,600808.SH,600809.SH,600811.SH,600812.SH,600816.SH,600820.SH,600832.SH,600835.SH,600837.SH,600839.SH,600859.SH,600874.SH,600875.SH,600879.SH,600881.SH,600886.SH,600895.SH,600900.SH,600970.SH,600997.SH,601001.SH,601006.SH,601009.SH,601088.SH,601099.SH,601107.SH,601111.SH,601166.SH,601168.SH,601169.SH,601186.SH,601318.SH,601328.SH,601333.SH,601390.SH,601398.SH,601588.SH,601600.SH,601601.SH,601618.SH,601628.SH,601666.SH,601668.SH,601699.SH,601727.SH,601766.SH,601808.SH,601857.SH,601866.SH,601872.SH,601898.SH,601899.SH,601918.SH,601919.SH,601939.SH,601958.SH,601988.SH,601991.SH,601998.SH
2010-01-15,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000301.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000807.SZ,000822.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000917.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002275.SZ,600000.SH,600004.SH,600005.SH,600006.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600017.SH,600018.SH,600019.SH,600022.SH,600026.SH,600027.SH,600028.SH,600029.SH,600030.SH,600031.SH,600033.SH,600036.SH,600037.SH,600048.SH,600050.SH,600058.SH,600062.SH,600066.SH,600068.SH,600085.SH,600087.SH,600089.SH,600096.SH,600100.SH,600102.SH,600104.SH,600108.SH,600109.SH,600111.SH,600118.SH,600123.SH,600125.SH,600132.SH,600143.SH,600150.SH,600151.SH,600153.SH,600158.SH,600161.SH,600166.SH,600169.SH,600170.SH,600176.SH,600177.SH,600183.SH,600188.SH,600196.SH,600208.SH,600210.SH,600216.SH,600219.SH,600220.SH,600221.SH,600236.SH,600239.SH,600246.SH,600251.SH,600256.SH,600266.SH,600269.SH,600270.SH,600271.SH,600276.SH,600282.SH,600307.SH,600309.SH,600312.SH,600316.SH,600320.SH,600325.SH,600331.SH,600348.SH,600350.SH,600352.SH,600362.SH,600369.SH,600376.SH,600380.SH,600383.SH,600395.SH,600415.SH,600418.SH,600426.SH,600428.SH,600432.SH,600456.SH,600489.SH,600497.SH,600500.SH,600508.SH,600516.SH,600517.SH,600518.SH,600519.SH,600528.SH,600547.SH,600549.SH,600550.SH,600569.SH,600582.SH,600583.SH,600585.SH,600588.SH,600595.SH,600596.SH,600597.SH,600598.SH,600600.SH,600601.SH,600611.SH,600631.SH,600635.SH,600638.SH,600639.SH,600642.SH,600643.SH,600648.SH,600649.SH,600655.SH,600657.SH,600660.SH,600663.SH,600664.SH,600674.SH,600675.SH,600685.SH,600688.SH,600690.SH,600694.SH,600717.SH,600718.SH,600737.SH,600739.SH,600741.SH,600748.SH,600779.SH,600782.SH,600795.SH,600804.SH,600808.SH,600809.SH,600811.SH,600812.SH,600816.SH,600820.SH,600832.SH,600835.SH,600837.SH,600839.SH,600859.SH,600874.SH,600875.SH,600879.SH,600881.SH,600886.SH,600895.SH,600900.SH,600970.SH,600997.SH,601001.SH,601006.SH,601009.SH,601088.SH,601099.SH,601107.SH,601111.SH,601166.SH,601168.SH,601169.SH,601186.SH,601318.SH,601328.SH,601333.SH,601390.SH,601398.SH,601588.SH,601600.SH,601601.SH,601618.SH,601628.SH,601666.SH,601668.SH,601699.SH,601727.SH,601766.SH,601808.SH,601857.SH,601866.SH,601872.SH,601898.SH,601899.SH,601918.SH,601919.SH,601939.SH,601958.SH,601988.SH,601991.SH,601998.SH
2010-01-22,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000301.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000807.SZ,000822.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000917.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002275.SZ,600000.SH,600004.SH,600005.SH,600006.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600017.SH,600018.SH,600019.SH,600022.SH,600026.SH,600027.SH,600028.SH,600029.SH,600030.SH,600031.SH,600033.SH,600036.SH,600037.SH,600048.SH,600050.SH,600058.SH,600062.SH,600066.SH,600068.SH,600085.SH,600087.SH,600089.SH,600096.SH,600100.SH,600102.SH,600104.SH,600108.SH,600109.SH,600111.SH,600118.SH,600123.SH,600125.SH,600132.SH,600143.SH,600150.SH,600151.SH,600153.SH,600158.SH,600161.SH,600166.SH,600169.SH,600170.SH,600176.SH,600177.SH,600183.SH,600188.SH,600196.SH,600208.SH,600210.SH,600216.SH,600219.SH,600220.SH,600221.SH,600236.SH,600239.SH,600246.SH,600251.SH,600256.SH,600266.SH,600269.SH,600270.SH,600271.SH,600276.SH,600282.SH,600307.SH,600309.SH,600312.SH,600316.SH,600320.SH,600325.SH,600331.SH,600348.SH,600350.SH,600352.SH,600362.SH,600369.SH,600376.SH,600380.SH,600383.SH,600395.SH,600415.SH,600418.SH,600426.SH,600428.SH,600432.SH,600456.SH,600489.SH,600497.SH,600500.SH,600508.SH,600516.SH,600517.SH,600518.SH,600519.SH,600528.SH,600547.SH,600549.SH,600550.SH,600569.SH,600582.SH,600583.SH,600585.SH,600588.SH,600595.SH,600596.SH,600597.SH,600598.SH,600600.SH,600601.SH,600611.SH,600631.SH,600635.SH,600638.SH,600639.SH,600642.SH,600643.SH,600648.SH,600649.SH,600655.SH,600657.SH,600660.SH,600663.SH,600664.SH,600674.SH,600675.SH,600685.SH,600688.SH,600690.SH,600694.SH,600717.SH,600718.SH,600737.SH,600739.SH,600741.SH,600748.SH,600779.SH,600782.SH,600795.SH,600804.SH,600808.SH,600809.SH,600811.SH,600812.SH,600816.SH,600820.SH,600832.SH,600835.SH,600837.SH,600839.SH,600859.SH,600874.SH,600875.SH,600879.SH,600881.SH,600886.SH,600895.SH,600900.SH,600970.SH,600997.SH,601001.SH,601006.SH,601009.SH,601088.SH,601099.SH,601107.SH,601111.SH,601166.SH,601168.SH,601169.SH,601186.SH,601318.SH,601328.SH,601333.SH,601390.SH,601398.SH,601588.SH,601600.SH,601601.SH,601618.SH,601628.SH,601666.SH,601668.SH,601699.SH,601727.SH,601766.SH,601808.SH,601857.SH,601866.SH,601872.SH,601898.SH,601899.SH,601918.SH,601919.SH,601939.SH,601958.SH,601988.SH,601991.SH,601998.SH
2010-01-29,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000301.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000807.SZ,000822.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000917.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002275.SZ,600000.SH,600004.SH,600005.SH,600006.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600017.SH,600018.SH,600019.SH,600022.SH,600026.SH,600027.SH,600028.SH,600029.SH,600030.SH,600031.SH,600033.SH,600036.SH,600037.SH,600048.SH,600050.SH,600058.SH,600062.SH,600066.SH,600068.SH,600085.SH,600087.SH,600089.SH,600096.SH,600100.SH,600102.SH,600104.SH,600108.SH,600109.SH,600111.SH,600118.SH,600123.SH,600125.SH,600132.SH,600143.SH,600150.SH,600151.SH,600153.SH,600158.SH,600161.SH,600166.SH,600169.SH,600170.SH,600176.SH,600177.SH,600183.SH,600188.SH,600196.SH,600208.SH,600210.SH,600216.SH,600219.SH,600220.SH,600221.SH,600236.SH,600239.SH,600246.SH,600251.SH,600256.SH,600266.SH,600269.SH,600270.SH,600271.SH,600276.SH,600282.SH,600307.SH,600309.SH,600312.SH,600316.SH,600320.SH,600325.SH,600331.SH,600348.SH,600350.SH,600352.SH,600362.SH,600369.SH,600376.SH,600380.SH,600383.SH,600395.SH,600415.SH,600418.SH,600426.SH,600428.SH,600432.SH,600456.SH,600489.SH,600497.SH,600500.SH,600508.SH,600516.SH,600517.SH,600518.SH,600519.SH,600528.SH,600547.SH,600549.SH,600550.SH,600569.SH,600582.SH,600583.SH,600585.SH,600588.SH,600595.SH,600596.SH,600597.SH,600598.SH,600600.SH,600601.SH,600611.SH,600631.SH,600635.SH,600638.SH,600639.SH,600642.SH,600643.SH,600648.SH,600649.SH,600655.SH,600657.SH,600660.SH,600663.SH,600664.SH,600674.SH,600675.SH,600685.SH,600688.SH,600690.SH,600694.SH,600717.SH,600718.SH,600737.SH,600739.SH,600741.SH,600748.SH,600779.SH,600782.SH,600795.SH,600804.SH,600808.SH,600809.SH,600811.SH,600812.SH,600816.SH,600820.SH,600832.SH,600835.SH,600837.SH,600839.SH,600859.SH,600874.SH,600875.SH,600879.SH,600881.SH,600886.SH,600895.SH,600900.SH,600970.SH,600997.SH,601001.SH,601006.SH,601009.SH,601088.SH,601099.SH,601107.SH,601111.SH,601166.SH,601168.SH,601169.SH,601186.SH,601318.SH,601328.SH,601333.SH,601390.SH,601398.SH,601588.SH,601600.SH,601601.SH,601618.SH,601628.SH,601666.SH,601668.SH,601699.SH,601727.SH,601766.SH,601808.SH,601857.SH,601866.SH,601872.SH,601898.SH,601899.SH,601918.SH,601919.SH,601939.SH,601958.SH,601988.SH,601991.SH,601998.SH
2010-02-05,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000301.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000807.SZ,000822.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000917.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002275.SZ,600000.SH,600004.SH,600005.SH,600006.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600017.SH,600018.SH,600019.SH,600022.SH,600026.SH,600027.SH,600028.SH,600029.SH,600030.SH,600031.SH,600033.SH,600036.SH,600037.SH,600048.SH,600050.SH,600058.SH,600062.SH,600066.SH,600068.SH,600085.SH,600087.SH,600089.SH,600096.SH,600100.SH,600102.SH,600104.SH,600108.SH,600109.SH,600111.SH,600118.SH,600123.SH,600125.SH,600132.SH,600143.SH,600150.SH,600151.SH,600153.SH,600158.SH,600161.SH,600166.SH,600169.SH,600170.SH,600176.SH,600177.SH,600183.SH,600188.SH,600196.SH,600208.SH,600210.SH,600216.SH,600219.SH,600220.SH,600221.SH,600236.SH,600239.SH,600246.SH,600251.SH,600256.SH,600266.SH,600269.SH,600270.SH,600271.SH,600276.SH,600282.SH,600307.SH,600309.SH,600312.SH,600316.SH,600320.SH,600325.SH,600331.SH,600348.SH,600350.SH,600352.SH,600362.SH,600369.SH,600376.SH,600380.SH,600383.SH,600395.SH,600415.SH,600418.SH,600426.SH,600428.SH,600432.SH,600456.SH,600489.SH,600497.SH,600500.SH,600508.SH,600516.SH,600517.SH,600518.SH,600519.SH,600528.SH,600547.SH,600549.SH,600550.SH,600569.SH,600582.SH,600583.SH,600585.SH,600588.SH,600595.SH,600596.SH,600597.SH,600598.SH,600600.SH,600601.SH,600611.SH,600631.SH,600635.SH,600638.SH,600639.SH,600642.SH,600643.SH,600648.SH,600649.SH,600655.SH,600657.SH,600660.SH,600663.SH,600664.SH,600674.SH,600675.SH,600685.SH,600688.SH,600690.SH,600694.SH,600717.SH,600718.SH,600737.SH,600739.SH,600741.SH,600748.SH,600779.SH,600782.SH,600795.SH,600804.SH,600808.SH,600809.SH,600811.SH,600812.SH,600816.SH,600820.SH,600832.SH,600835.SH,600837.SH,600839.SH,600859.SH,600874.SH,600875.SH,600879.SH,600881.SH,600886.SH,600895.SH,600900.SH,600970.SH,600997.SH,601001.SH,601006.SH,601009.SH,601088.SH,601099.SH,601107.SH,601111.SH,601166.SH,601168.SH,601169.SH,601186.SH,601318.SH,601328.SH,601333.SH,601390.SH,601398.SH,601588.SH,601600.SH,601601.SH,601618.SH,601628.SH,601666.SH,601668.SH,601699.SH,601727.SH,601766.SH,601808.SH,601857.SH,601866.SH,601872.SH,601898.SH,601899.SH,601918.SH,601919.SH,601939.SH,601958.SH,601988.SH,601991.SH,601998.SH
2010-02-12,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000301.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000807.SZ,000822.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000917.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002275.SZ,600000.SH,600004.SH,600005.SH,600006.SH,600008.SH,600009.SH,600010.SH,600011.SH,600015.SH,600016.SH,600017.SH,600018.SH,600019.SH,600022.SH,600026.SH,600027.SH,600028.SH,600029.SH,600030.SH,600031.SH,600033.SH,600036.SH,600037.SH,600048.SH,600050.SH,600058.SH,600062.SH,600066.SH,600068.SH,600085.SH,600087.SH,600089.SH,600096.SH,600100.SH,600102.SH,600104.SH,600108.SH,600109.SH,600111.SH,600118.SH,600123.SH,600125.SH,600132.SH,600143.SH,600150.SH,600151.SH,600153.SH,600158.SH,600161.SH,600166.SH,600169.SH,600170.SH,600176.SH,600177.SH,600183.SH,600188.SH,600196.SH,600208.SH,600210.SH,600216.SH,600219.SH,600220.SH,600221.SH,600236.SH,600239.SH,600246.SH,600251.SH,600256.SH,600266.SH,600269.SH,600270.SH,600271.SH,600276.SH,600282.SH,600307.SH,600309.SH,600312.SH,600316.SH,600320.SH,600325.SH,600331.SH,600348.SH,600350.SH,600352.SH,600362.SH,600369.SH,600376.SH,600380.SH,600383.SH,600395.SH,600415.SH,600418.SH,600426.SH,600428.SH,600432.SH,600456.SH,600489.SH,600497.SH,600500.SH,600508.SH,600516.SH,600517.SH,600518.SH,600519.SH,600528.SH,600547.SH,600549.SH,600550.SH,600569.SH,600582.SH,600583.SH,600585.SH,600588.SH,600595.SH,600596.SH,600597.SH,600598.SH,600600.SH,600601.SH,600611.SH,600631.SH,600635.SH,600638.SH,600639.SH,600642.SH,600643.SH,600648.SH,600649.SH,600655.SH,600657.SH,600660.SH,600663.SH,600664.SH,600674.SH,600675.SH,600685.SH,600688.SH,600690.SH,600694.SH,600717.SH,600718.SH,600737.SH,600739.SH,600741.SH,600748.SH,600779.SH,600782.SH,600795.SH,600804.SH,600808.SH,600809.SH,600811.SH,600812.SH,600816.SH,600820.SH,600832.SH,600835.SH,600837.SH,600839.SH,600859.SH,600874.SH,600875.SH,600879.SH,600881.SH,600886.SH,600895.SH,600900.SH,600970.SH,600997.SH,601001.SH,601006.SH,601009.SH,601088.SH,601099.SH,601107.SH,601111.SH,601166.SH,601168.SH,601169.SH,601186.SH,601318.SH,601328.SH,601333.SH,601390.SH,601398.SH,601588.SH,601600.SH,601601.SH,601618.SH,601628.SH,601666.SH,601668.SH,601699.SH,601727.SH,601766.SH,601808.SH,601857.SH,601866.SH,601872.SH,601898.SH,601899.SH,601918.SH,601919.SH,601939.SH,601958.SH,601988.SH,601991.SH,601998.SH
