,2010-12-31,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31,2017-12-31,2018-12-31,2019-12-31,2020-12-31
平安银行,,-0.014358738125352,0.03667703805348731,0.22227798930146617,0.46679955046164007,-0.09117165258157052,-0.08042673924323664,0.4065654347185909,-0.3456550000820674,0.5917291440564587,0.1852982552748275
万科A,,-0.08571813004870453,0.33024831375255476,-0.2270544100791973,0.6187435669294725,0.6166041936114012,-0.13598313245694715,0.4611904067952863,-0.23576959707350215,0.3516647433665422,-0.0811832952698786
portfolio,,-0.05135371192136289,0.1966715819558805,-0.01470011361695199,0.5417008914874396,0.3299430972629294,-0.11759845796035441,0.4431085198803075,-0.2702407779125358,0.43031146459852093,0.021028616395375076
上证综指,,-0.2523173615124101,0.0323584684641109,-0.07398893219614212,0.43653799833031853,0.09291473091592646,-0.13562500127800747,0.0655997544609082,-0.29269861036230027,0.20793427188085306,0.13466755030435154
