,600000.SH,600005.SH,600015.SH,600016.SH,600019.SH,600028.SH,600030.SH,600031.SH,600036.SH,600048.SH,600050.SH,600089.SH,600104.SH,600111.SH,600348.SH,600362.SH,600383.SH,600489.SH,600519.SH,600547.SH,600837.SH,600900.SH,601006.SH,601088.SH,601111.SH,601166.SH,601168.SH,601169.SH,601288.SH,601318.SH,601328.SH,601390.SH,601398.SH,601600.SH,601601.SH,601618.SH,601628.SH,601668.SH,601688.SH,601699.SH,601788.SH,601818.SH,601857.SH,601898.SH,601899.SH,601919.SH,601939.SH,601958.SH,601988.SH,601998.SH
1,浦发银行,武钢股份(退市),华夏银行,民生银行,宝钢股份,中国石化,中信证券,三一重工,招商银行,保利发展,中国联通,特变电工,上汽集团,北方稀土,华阳股份,江西铜业,金地集团,中金黄金,贵州茅台,山东黄金,海通证券,长江电力,大秦铁路,中国神华,中国国航,兴业银行,西部矿业,北京银行,农业银行,中国平安,交通银行,中国中铁,工商银行,中国铝业,中国太保,中国中冶,中国人寿,中国建筑,华泰证券,潞安环能,光大证券,光大银行,中国石油,中煤能源,紫金矿业,中远海控,建设银行,金钼股份,中国银行,中信银行
2011-02-21,4.427069465635503,4.319261000740862,4.081513604665901,2.270514138182157,4.321075844199065,3.651392194045902,10.135682309267416,13.062809275277129,8.28904958556345,3.7449897936170315,5.2914473771658574,11.152431075741891,10.6358512178699,15.790970658922705,19.85354361183103,34.68520183243555,4.434851037890481,16.114318551988738,112.8226958645122,23.744109870696228,8.258818525203237,5.00962906648418,4.2568990740072845,12.123392329033365,10.981265700997653,6.3176058446121885,16.20670395702616,2.982818179556802,1.4084334871271835,20.146945899570234,2.861488243057231,4.007553763650394,2.3118908223210624,11.195560371541163,16.39179816019843,3.39043994447231,17.999158904494816,1.8103711652092618,11.922273705165479,18.095210252003888,13.662264221752801,2.313309767950495,8.511089076429949,8.669024493681842,3.8717908078925163,7.952362986648956,2.6296170298909973,20.996344280009396,1.7079736996927735,3.241903187934825
2011-02-22,4.304567927770108,4.239109765675567,3.941495985294858,2.2354482827662165,4.15465201526155,3.4426286705459748,9.677895670034449,12.69538348961652,8.060910606144274,3.5323042642788423,5.107473213390223,11.225654108057366,10.6358512178699,15.61380469988043,19.46293284080749,32.921408456377456,4.187385047523612,16.184629186521548,111.83884850576345,23.773484027237295,7.947315698817428,4.91414693688156,4.181865600317379,12.036347629423233,10.424244977034004,6.048671167134298,16.20670395702616,2.882974893211805,1.3818592703889347,19.240411483608188,2.7955319537669046,3.8020381860272963,2.2742553903297895,10.74892897374032,15.861180022029277,3.324765562981321,17.462240442451606,1.7615740987615727,11.308048243472673,17.611188180136033,13.189112214073049,2.2315260892855786,8.423870401009658,8.490281720616236,3.952769439168699,7.5511626918270265,2.6027842030553745,20.164223349776837,1.6923042162093536,3.1635672372969945
2011-02-23,4.290956645785065,4.158958530610273,3.9800008306218944,2.2354482827662165,4.14276459890887,3.3717278512441125,9.670742753796434,12.585704150613354,8.035561830653252,3.5438007793782043,5.107473213390223,11.788908202791806,10.6358512178699,15.381801658277451,19.335233165665176,33.01985273783186,4.187385047523612,16.962440581040774,112.37996455307527,25.002302909205284,7.96329020273465,4.91414693688156,4.261901305586611,12.22010866193351,10.291620995137897,6.048671167134298,15.791600367936114,2.882974893211805,1.3818592703889347,19.11927972975119,2.7955319537669046,3.71508928780214,2.2742553903297895,10.699303262873558,15.889862083551932,3.3165562652949476,17.42919930632587,1.751814685472035,11.2765495018474,17.539035821596727,13.239807072038737,2.237367780618787,8.322115279685987,8.449658363101326,4.307050951002001,7.472355491058433,2.6027842030553745,20.845049565421657,1.6870810550482134,3.1575413949402384
2011-02-24,4.2875538252888035,4.141147145040208,3.9765003901376184,2.231065050839224,4.124933474379851,3.3677889168384536,9.992623984507114,12.547316381962245,8.035561830653252,3.5696679383517678,5.107473213390223,11.670624842897572,10.6358512178699,15.40500196243775,19.492979823193913,33.08548225880146,4.213434099141177,16.738325433467438,112.00487274755231,24.698769958280923,8.186933257575742,4.926877887495243,4.271905768745265,12.471571127473892,10.371195384275563,6.069902852198342,15.809264350450583,2.8854709753704295,1.3818592703889347,19.095834874165966,2.790458393052264,3.71508928780214,2.279631880614257,10.758854115913671,15.904203114313262,3.324765562981321,17.47050072648304,1.756694392116804,11.662409086756984,17.710397673127577,13.603120220792832,2.243209471951995,8.380261063299512,8.612151793160967,4.231133484180579,7.501012654974287,2.6027842030553745,21.97975992482969,1.6870810550482134,3.1635672372969945
2011-02-25,4.304567927770108,4.123335759470143,3.9800008306218944,2.231065050839224,4.071440100792792,3.3362774415931815,10.228670220361613,12.733771258267629,8.079922187762538,3.5438007793782043,5.098712538924717,11.496016073529898,10.6358512178699,15.291109560196286,19.432885858421063,33.7909996092247,4.17436052171483,16.588915335085215,110.44916411153086,24.287531766705975,8.186933257575742,4.945974313415766,4.1968722950553605,12.471571127473892,10.34467058789634,6.121802526799338,15.78276837667888,2.897951386163554,1.3871741137365845,19.232596531746445,2.810752635910826,3.7071848425089446,2.295761351467659,10.669527836353502,16.026101875784555,3.324765562981321,17.59440498695455,1.7664538054063417,11.473416637005352,17.617200876680975,13.543976219832862,2.2490511632852037,8.293042387879224,8.530905078131147,4.145093688449634,7.43653403616362,2.618883899156748,23.68602809490251,1.6923042162093536,3.1756189220105067
2011-02-28,4.324984850747675,4.158958530610273,3.9940025925589993,2.2398315146932095,4.1308771825561905,3.355972113621476,10.521939786120232,13.819596714398976,8.155968514235596,3.5552972944775654,5.151276585717755,11.597401810582097,10.6358512178699,15.398674606757668,19.838520120637813,34.27501732637553,4.213434099141177,16.57133767645201,109.87115378826597,24.243470531894378,8.32271654087212,4.952339788722608,4.186867831896706,12.481242760763907,10.4596113722063,6.157188668572745,15.94174421930911,2.910431796956679,1.3871741137365845,19.443600232013473,2.8158261966254665,3.7467070689749247,2.290384861183192,10.669527836353502,16.090636514210534,3.3411841583540687,17.65222697517459,1.7859726319854174,11.31592292887899,17.929861097017973,13.636916792769956,2.254892854618412,8.293042387879224,8.644650479172896,4.205827661906772,7.543998400848063,2.5866845069540014,23.022012403100774,1.6923042162093536,3.181644764367263
2011-03-01,4.406652542657937,4.158958530610273,4.060510961760245,2.2573644424011796,4.1308771825561905,3.3993003920837257,10.543398534834278,13.84701654914977,8.30172397330896,3.6788848317957026,5.133755236786743,11.546708942055997,10.6358512178699,16.069374308846275,19.710820445495504,34.192980425163526,4.304605779802656,16.68119804290953,109.84655760429725,24.19451360432593,8.282780281079068,4.990532640563656,4.201874526634688,12.374854794573745,10.548027360137038,6.244474484947148,15.897584263022935,2.940384782860178,1.3924889570842343,19.635066552626146,2.831046878769388,3.71508928780214,2.295761351467659,10.887880964167248,16.298581460249796,3.3576027537268156,17.8009120877404,1.7762132186958794,11.426168524567442,18.008026152102225,13.603120220792832,2.272417928618037,8.322115279685987,8.636525807669914,4.180521839632965,7.5368341098691,2.6027842030553745,23.06403871270848,1.6975273773704935,3.2298515032213126
2011-03-02,4.484917414071939,4.069901602759947,4.106016688055834,2.2792806020361427,4.089271225321812,3.3835446544610894,10.42179895878802,14.411865145016076,8.536200146600892,3.638647028947937,5.160037260183262,11.394630336477698,10.6358512178699,16.143193458447225,19.425374112824457,33.52027783522509,4.232970887854351,17.023962386256986,108.96724402741557,25.080633993314798,8.170958753658523,4.945974313415766,4.171861137158725,12.519929293923965,10.326987390310192,6.3388375296762325,15.606128551534182,2.9703377687636774,1.3924889570842343,19.580361889593956,2.841194000198669,3.6281403895769837,2.3011378417521273,10.739003831566967,16.370286614056436,3.324765562981321,17.825692939834703,1.7469349788272661,11.347421670504263,17.62621992149839,13.358095073958674,2.2899430026176617,8.35118817149275,8.717772522699734,4.251378141999625,7.465191200079471,2.613517333789624,22.635370354709888,1.7079736996927735,3.2599807150050935
2011-03-03,4.576793567470985,4.060995909974913,4.235532985974048,2.318729689379076,4.11898976620351,3.3835446544610894,10.343116880169855,14.208958367860218,8.891083003475169,3.673136574246022,5.238883330372819,11.197491403320644,10.6358512178699,16.88982142869681,18.974669377028068,32.675297752741436,4.22645862494996,16.426321992728088,107.60830486314386,24.258157610164908,8.115047989948248,4.952339788722608,4.221883452951995,12.307153361543643,10.141313815655643,6.402532584868364,15.341168813817132,3.0127711654603013,1.419063173822483,19.81871792137708,2.8767089252011524,3.643949280163376,2.3118908223210624,10.649677552006798,16.571061044715034,3.291928372235826,17.94133691627478,1.751814685472035,11.308048243472673,17.17226133235524,13.315849358987268,2.324993150616912,8.467479738719803,8.66089982217886,4.140032523994873,7.379219708331915,2.6510832913594955,22.23191778247592,1.7236431831761931,3.34434250799968
